ID,Category,Clause / Finding Description,Violation Type,Relevant Law / Statute,Label,Source Name,Source URL,Notes
L1_1956,General Terms of Service,"if you do not want us to have this access , you should not consent to support through the remote access tool , and we will assist you through other means . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1957,General Terms of Service,the remainder of these terms and this section ( what do i do if i think i have a claim against evernote ? ) ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1958,General Terms of Service,"if you are a resident outside of the united states , you agree that all disputes between you and supercell shall be governed by the laws of finland , without regard to conflict of law provisions . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1959,General Terms of Service,you may submit feedback by emailing us at feedback@academia.eduor through the `` ideas '' section of the site . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1960,General Terms of Service,"crowdtangle makes no warranties , express or implied , with respect to such third party products , including software . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1961,General Terms of Service,"to the maximum extent permitted by law , supercell shall not be liable to you for any indirect , incidental , consequential , special , punitive or other similar damages , including but not limited to loss of revenues , lost profits , lost data or business interruption or other intangible losses ( however such losses are qualified ) , arising out of or relating in any way to these terms of service or the service itself , whether based on contract , tort or any other legal theory , and whether or not supercell has been advised of the possibility of such damages . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1962,General Terms of Service,"13.1 as a host you are solely responsible for determining your obligations to report , collect , remit or include in your listing fees any applicable vat or other indirect sales taxes , occupancy tax , tourist or other visitor taxes or income taxes ( `` taxes '' ) . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1963,General Terms of Service,your purchase may be subject to foreign exchange fees or differences in prices based on location ( e.g. exchange rates ) . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1964,General Terms of Service,"you understand that through your use of the services you consent to the collection and use ( as set forth in the privacy policy ) of this information , including the transfer of this information to the united states , ireland , and/or other countries for storage , processing and use by twitter and its affiliates . ",Unfair Contract Terms,CLAUDETTE Benchmark (Unfair TOS),High-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1965,General Terms of Service,"• you are a vimeo pro or vimeo business user , in which case you may use and access the vimeo service for commercial and non-commercial purposes , subject to compliance with the vimeo guidelines ; or ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1966,General Terms of Service,"where such terms are inconsistent with these terms , the additional terms shall control . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1967,General Terms of Service,"as between you and oculus , to the maximum extent permitted by applicable law , the services are provided on an `` as is '' and `` as available '' , basis , and oculus expressly disclaims all representations , warranties and conditions ( express or implied , oral or written ) , including any implied warranties of merchantability , fitness for a particular purpose and non-infringement . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1968,General Terms of Service,"the virtual items , as well as other digital content traded or exchanged for virtual items can only be used within the respective digital product , can not be transferred to a third party ( unless a transfer is permitted within the digital product ) and can not be exchanged for legal tender or any item or right outside of the digital product . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1969,General Terms of Service,"17.2 if you reside in the eu , airbnb is liable under statutory provisions for intent and gross negligence by us , our legal representatives , directors , or other vicarious agents . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1970,General Terms of Service,"by agreeing to become a member you opt-in to receiving occasional special offer , marketing , survey and product based communication emails . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1971,General Terms of Service,"if you are an end user of an evernote business account , please note that the customer of your evernote business account ( such as your employer or organization ) may have established its own rules regarding end users ' access , use , disclosure , or retention of data stored in that account . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1972,General Terms of Service,"when you order ( `` order '' ) any products , or otherwise use or access the products , you agree to be bound by these terms and all applicable laws , rules and regulations . ",Unfair Contract Terms,CLAUDETTE Benchmark (Unfair TOS),High-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1973,General Terms of Service,any changes or updates will be effective immediately upon posting to www.headspace.com . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1974,General Terms of Service,"if the claim is for $ 10,000 or less , the party initiating the arbitration may choose whether the arbitration will be conducted ( 1 ) solely on the basis of documents submitted to the arbitrator ; ( 2 ) through a non-appearance based telephonic hearing ; or ( 3 ) by an in-person hearing as established by the aaa rules in the county of your billing address . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1975,General Terms of Service,"( i ) post , display , or transmit content that violates any law or the rights of any third party , including without limitation intellectual property rights . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1976,General Terms of Service,"8.3.3 you may not bring any additional individuals to an experience , event or other host service unless such an individual was added by you as an additional guest during the booking process on the airbnb platform . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1977,General Terms of Service,"when you communicate with us electronically , such as via e-mail and text message , you consent to receive communications from us electronically . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1978,General Terms of Service,`` minimum age '' means 16 years old . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1979,General Terms of Service,"to the fullest extent permitted by applicable law , you and duolingo each agree that any dispute resolution proceeding will be conducted only on an individual basis and not in a class , consolidated or representative action . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1980,General Terms of Service,please visit the mobile licenses page for notices specific to tripadvisor mobile applications . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_1981,General Terms of Service,"if the dispute remains unresolved , either you or we may initiate formal proceedings according to these terms . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
