id,layer,category,text,violation_type,law_statute,label,source_name,source_url,notes,needs_human_review
L1_190,1,General Terms of Service,if you intend to seek arbitration you must first send written notice to duolingo 's administration office of your intent to arbitrate ( `` notice '' ) . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_52,1,General Terms of Service,distribution content may contain trackers that enable us to collect information with respect to the distribution and consumption of such content . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_430,1,General Terms of Service,please contact us through the support portal at https://support.oculus.com for assistance . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L2_62,2,Loan App / Fintech,"In October 2024 the RBI barred four NBFCs -- Navi Finserv (Sachin Bansal-backed), Asirvad Microfinance, Arohan Financial Services, and DMI Finance -- from sanctioning or disbursing any new loans, citing excessive weighted-average lending rates and interest spreads over cost of funds that were 'not in adherence with the regulations.' The bar on Navi was lifted in December 2024 after process changes.",Usurious/excessive interest rates,RBI Fair Practices Code; RBI (Digital Lending) Directions 2025,High-risk,Business Standard,https://www.business-standard.com/amp/industry/banking/rbi-bars-4-nbfcs-from-extending-loans-for-charging-usurious-rates-124101701427_1.html,"Distinct from the Rang De/Finzy penalties and the 150-NBFC sweep already in this sheet -- different companies, different violation (usurious pricing vs. registration/procedural).",False
L1_277,1,General Terms of Service,duolingo shall have no liability to you or any third party in the event that duolingo exercises any such rights . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1485,1,General Terms of Service,"however , if your behaviour is utterly unacceptable , nintendo is not required to provide you with such prior warning . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1300,1,General Terms of Service,the nintendo account service is not available in all countries . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1010,1,General Terms of Service,"vimeo , inc. 555 west 18th street new york , new york 10011 attention : legal department ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1181,1,General Terms of Service,"if you wish to dispute the information a collection agency reported to a credit bureau regarding your ebay account , you must contact the collection agency directly . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_733,1,General Terms of Service,"by making your content available on or through the fitbit service you hereby grant to fitbit a non-exclusive , transferable , sublicensable , worldwide , royalty-free license to use , copy , modify , publicly display , publicly perform , reproduce , translate , create derivative works from , and distribute your content , in whole or in part , including your name and likeness , in any media . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1737,1,General Terms of Service,"`` fitbit content '' includes any photos , images , graphics , video , audio , data , text , music , exercise regimens , food logs , recipes , comments , software , works of authorship of any kind , and other information , content , or other materials that are posted , generated , provided , or otherwise made available through the fitbit service . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1811,1,General Terms of Service,"linden lab has no obligation to monitor or enforce your intellectual property rights to your user content , but you grant us the right to protect and enforce our rights to your user content , including by bringing and controlling actions in your name and on your behalf ( at linden lab 's cost and expense , to which you hereby consent and irrevocably appoint linden lab as your attorney-in-fact , with the power of substitution and delegation , which appointment is coupled with an interest ) . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_725,1,General Terms of Service,no failure or delay by vimeo in exercising any right hereunder will waive any further exercise of that right . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_14,1,General Terms of Service,a form for initiating arbitration proceedings is available on the aaa 's site at www.adr.org . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_823,1,General Terms of Service,"14.2 the relationship between you and noe , in particular when acquiring digital products via the nintendo shopping services from noe , shall be governed by the laws of germany , to the exclusion of the un sales convention on contracts for the international sale of goods . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1628,1,General Terms of Service,"further , as part of our order processing procedures , we may screen orders for fraud or other undesirable activity . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_677,1,General Terms of Service,"nor may you reverse engineer or attempt to extract the source code of that software , unless laws prohibit these restrictions or you have our written permission to do so . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1533,1,General Terms of Service,"you may not use any data mining , robots , scraping or similar data gathering or extraction methods to obtain service content . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_373,1,General Terms of Service,"a security deposit , if required by a host , may be applied to any overstay fees due for a guest 's overstay . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_368,1,General Terms of Service,we reserve the right to charge for excessive use of bandwidth where plays occur on third-party sites and applications outside the native vimeo player or apps . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_979,1,General Terms of Service,this may result in paypal restricting funds in your paypal account . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1561,1,General Terms of Service,the odr-platform is accessible via https://ec.europa.eu/consumers/odr/ . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L2_6,2,Gig Contract,"Platforms allegedly hide customer data from restaurant partners, preventing direct contact, despite restaurant partners remaining accountable for delivery delays and customer satisfaction outcomes.",Data/information asymmetry harming partner,"DPDP Act 2023 (data access principles, by analogy); Competition Act 2002",High-risk,CCI investigation coverage (Reuters/TechCrunch/The Print),https://theprint.in/theprint-essential/are-zomato-swiggy-helping-restaurant-business-or-hurting-it-why-cci-has-ordered-a-probe/905581/,,False
L1_2052,1,General Terms of Service,"if you are unable to download , install or access purchased content , please contact us through the support portal at https://support.oculus.com . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1492,1,General Terms of Service,the foregoing license is referred to as the `` snapshot and machinima content license . '' ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L3_32,3,Loan App / Fintech,"App installation mandates unrestricted access to phone gallery, media files, and contact lists as a prerequisite for loan eligibility. Applicable across all digital channels.",Excessive permission harvesting,DPDP Act 2023,High-risk,RakshakAI Synthetic Generator (Layer 3),internal://synthetic_layer3,Synthetic clause generated for DPDP Act 2023 §6 (Data Minimisation),False
L3_15,3,Loan App / Fintech,User financial data collected for underwriting may be shared with third-party marketing networks without separate explicit consent. Enforced in all operating regions.,Scope expansion without consent,DPDP Act 2023,High-risk,RakshakAI Synthetic Generator (Layer 3),internal://synthetic_layer3,Synthetic clause generated for DPDP Act 2023 §6 (Purpose Limitation),False
